speaker	start	end	duration	text
SP2	71.029	71.1710000000001	0.142	[m:h]
SP3	72.0640000000001	73.6990000000001	1.635	cioè si è [fa]tta tipo molla, [strana]
SP2	72.2560000000001	72.407	0.151	[no]
SP2	73.1020000000001	74.1890000000001	1.087	[s'è con]gelata
SP3	75.207	77.058	1.851	eh ma si è fatta molla [strana da un lato]
SP2	76.206	77.9720000000001	1.766	[eh si è brucia]ta si è::
SP3	77.9740000000001	79.664	1.69	bra~ tipo forse una bruciatura da: gelo
SP2	80.462	80.8190000000001	0.357	m:h
SP2	84.1020000000001	86.368	2.266	mi è piaciuto come le ha:: fatte rosanna
SP1	86.856	87.32	0.464	olè
SP2	87.889	89.788	1.899	c'ha messo [dentro l'ori]gano tuttavia
SP1	88.4010000000001	88.8190000000001	0.418	[xx]
SP3	90.6180000000001	94.7280000000001	4.11	davvero do~ dovresti essere contenta è il primo: complimento da qua~ che hai cucinato qualcosa tu
SP1	93.5990000000001	95.216	1.617	((applaude))
SP1	95.4630000000001	98.991	3.528	grazie gra~ me lo ricorderò a vita sappiate che non si replicherà mai più
SP3	98.783	99.5500000000001	0.767	((ride))
SP1	100.26	102.741	2.481	no perché poi io invece e:: adoro
SP1	103.054	106.364	3.31	i~ come mangiano in ospedale praticamente luciana me lo dice sempre
SP1	106.706	107.872	1.166	allora senza sale
SP1	108.462	112.53	4.068	cioè meno sale c'è più mi piace, senza olio, senza niente cioè meno condimento è
SP3	112.647	114.369	1.722	questo sale l'ho pre so [perché] me l'hai chiesto tu eh però
SP1	113.3	113.491	0.191	[eh]
SP1	114.552	115.788	1.236	no [no s]ì sì questo sì
SP3	114.658	115	0.342	[xx]
SP3	116.582	117.114	0.532	più o meno
SP1	117.975	119.434	1.459	no ci sono cose e cose
SP1	120.058	123.205	3.147	però tipo la pasta me la sto mangiando quasi completamente senza sale
SP3	123.333	123.635	0.302	m:h
SP3	124.627	125.741	1.114	non fa schifo la pasta senza sa~?
SP1	125.751	130.823	5.072	lo so ma mi sono abituata al sapore ormai PURE QUANDO CI METTI UN PIZZICO DI SALE IO LA SENTO SALATISSIMA
SP3	130.836	132.597	1.761	cioè non metti proprio (.) il sale nell'acqu[a]?
SP1	132.493	132.961	0.468	[n]:o
SP1	134.233	134.766	0.533	m:h
SP2	135.023	135.411	0.388	[cosa]?
SP3	135.027	135.96	0.933	[che schi]fo amo'
SP1	136.311	139.479	3.168	eh lo so però no xx mi sono abituata non so il perché
SP2	140.819	141.118	0.299	vabbè
SP2	141.615	142.205	0.59	che problema hai
SP3	142.318	142.886	0.568	((ride))
SP1	142.712	145.145	2.433	eh INFATTI che problema ho (.) d:itemelo voi
SP2	145.152	146.564	1.412	vabbè meglio così in realtà eh
SP3	146.564	147.005	0.441	tanti
SP1	147.745	149.196	1.451	marò veramente tantissimi ((ride))
SP3	148.746	149.327	0.581	((ride))
SP2	149.586	150.218	0.632	cioè voglio dire
SP3	150.217	150.646	0.429	ops
SP2	150.648	155.468	4.82	che non la vuoi: che è sala:~ cioè che non vuoi mettere il sale nel condimento della pasta però:
SP2	155.756	158.386	2.63	non salare l'acqua quando la bolli e: illega[le]
SP3	158.155	158.825	0.67	[es]at[to]
SP2	158.565	159.06	0.495	[non si fa]
SP1	158.719	159.905	1.186	[è ill]egale
SP1	160.905	167.807	6.902	lo so ma ti vi giuro che io sento ormai sempre salato >pure< se ci metti un pizzico io non ce la faccio a mangiarlo non so >quante volte ho litigato con mamma<
SP2	168.27	169.196	0.926	vabbè meglio così
SP1	170.028	172.54	2.512	perché la sento oggettivamente salata
SP2	175.375	177.304	1.929	io comunque non so voi ho ancora fame voi?
SP3	178.082	180.713	2.631	io: non particolarme~ [mangiati un po'] di queste melanzanette
SP1	179.056	179.598	0.542	[io no:]
SP2	180.877	182.848	1.971	io volevo le m:h zucchine di rosanna
SP2	183.112	185.045	1.933	le avete mangiate [tutte quante]
SP3	184.083	185.042	0.959	[eh amo' sono finite]
SP1	184.758	187.653	2.895	[SENTI] non so se già le hai assaggiate ma x a me fanno schifo ste cose
SP2	189.338	189.725	0.387	vabbè
SP3	191.84	192.983	1.143	non sono quelle della mamma
SP1	193.086	196.873	3.787	no[: no sono] brutte proprio amo' sono: sottaceto no sottolio
SP3	193.203	193.961	0.758	ma sono buone
SP3	197.249	197.877	0.628	è vero (.) però
SP1	197.938	198.901	0.963	no so bruttissime
SP3	198.977	199.453	0.476	ROSA
SP3	199.71	202.932	3.222	#sanna cunsuma' se fai questa cattiva [pubblicità ALBERTO NON SE LE MANGIA] eh
SP1	201.156	202.815	1.659	[lo so ma non mi PIACCIONO ah]
SP2	204.151	206.897	2.746	ma a me neanche piacciono mi piacciono solo quelle di mamma
SP3	207.918	208.118	0.2	Sì
SP3	208.778	210.414	1.636	anche a me piacciono soltanto quelle della mamma di roberto
SP2	210.861	212.52	1.659	fanno s[chif]o sanno di zenzero
SP1	211.226	211.418	0.192	[eh]
SP1	212.606	213.936	1.33	sono (.) di zenzero?
SP3	213.983	214.504	0.521	ma no:
SP1	214.536	215.913	1.377	no zenzero <non saprei>
SP3	218.274	219.59	1.316	per me è come rosanna sanno di aceto
SP2	220.032	220.823	0.791	no non sono buone
SP2	221.147	221.95	0.803	sono brutte proprio
SP3	222.118	222.81	0.692	[le dobbiamo BUTTARE?]
SP1	222.118	223.494	1.376	[sì sono <bru]tte:>
SP3	223.684	225.84	2.156	che dite le buttiamo e com~ e apriamo quelle là della mamma di ALBERTO?
SP1	226.353	227.148	0.795	e:[:h io]
SP3	226.624	227.483	0.859	[che ne pensa]te?
SP2	227.86	228.459	0.599	beh è peccato
SP1	228.753	229.953	1.2	è un [po' un]o spre:co
SP3	229.032	229.304	0.272	[eh]
SP3	231.049	233.434	2.385	eh lo so raga' però pure io [(le sto mangiando) per forza]
SP2	232.426	235.456	3.03	[però sono veramente bru]tte queste °mamma mia sembrano finte ma che è°
SP1	235.606	237.099	1.493	E:H sono bruttissime::
SP2	237.477	238.75	1.273	non hanno texture sono
SP2	241.059	244.007	2.948	io un tempo compravo quella là:: della lidl
SP1	244.383	244.815	0.432	m:h
SP2	245.712	246.532	0.82	BARESA
SP1	246.537	250.159	3.622	no ma ce ne sono delle marche in barattolo che sono buone ma queste sono proprio brutte
SP3	250.267	253.513	3.246	vabbè [queste so]no (.) d'amico in teoria dovrebb~ le x cioè è una marca buona] costa
SP1	250.388	250.694	0.306	[xx]
SP2	252.358	253.082	0.724	[COSTANO EH]
SP1	253.552	253.983	0.431	#°eh [nu me piace°]
SP2	253.942	254.991	1.049	[cos]tano queste
SP1	256.282	257.713	1.431	e come ma~ mamma l'ha comprate?
SP3	257.382	258.491	1.109	((ride))
SP1	258.476	259.685	1.209	((ride))
SP2	258.561	259.156	0.595	((ride))
SP2	259.573	260.507	0.934	ha fatto i [soldi]
SP1	259.988	261.702	1.714	[(scusa) ]((ride)) eh infatti
SP3	261.95	264.321	2.371	>infatti quando luciana le ha portate< che non erano emme di ho detto oh oh
SP1	264.335	265.388	1.053	ma: scusa[mi] ((ride))
SP3	264.721	265.096	0.375	[xx]
SP3	265.618	266.409	0.791	qualcosa non va
SP2	267.313	269.803	2.49	vabbè ma: le: raga~ loro vanno anche alla conad no?
SP1	270.672	272.383	1.711	sì: però:: in genere:: ((ride))
SP3	272.926	274.315	1.389	mi [mangio un altro] di: questa vai
SP1	273.008	273.86	0.852	[per il PANE]
SP1	274.766	275.405	0.639	perché::
SP1	276.762	280.2	3.438	no sul pane abbiamo i vizi ma su tutto il resto no siamo abbastanza: ch[eap]
SP2	280.067	282.286	2.219	[be]h il pane della conad al gio[lì::]
SP3	281.53	282.841	1.311	[m:]:h [buono]
SP1	282.569	283.418	0.849	[è buonissimo]
SP2	283.914	285.41	1.496	mamma mia mai mangiato un pane così
SP3	286.254	286.613	0.359	è vero
SP2	288.905	293.002	4.097	è più buono anche di quello al villaggio: della paninoteca: [eh della:: pa~]
SP1	291.813	293.177	1.364	[pure secondo me lo sa:]i
SP2	293.548	293.996	0.448	°come si chiama°
SP2	294.245	294.864	0.619	[panetteria]
SP3	294.25	294.867	0.617	[pa~ michele]
SP3	295.159	295.758	0.599	la panetteria
SP2	297.28	298.259	0.979	è molto molto buono
SP2	300.483	301.873	1.39	e poi quando c'è la polacca là
SP2	302.386	303.602	1.216	mi fa ridere tantissimo
SP3	303.888	304.121	0.233	perché?
SP1	304.286	307.888	3.602	io trovo sempre e solo lei in realtà pensavo fosse l'un[ica] (.) [commessa]
SP2	306.748	308.477	1.729	[m:h] no [c'è anche un'altra] signora
SP2	308.744	309.959	1.215	fa AMORE COSA TI DO
SP3	309.96	310.83	0.87	((ride))
SP2	310.952	311.61	0.658	TESORO
SP1	311.824	312.534	0.71	<è vero>
SP2	313.008	313.897	0.889	niente più CARO?
SP3	314.088	314.853	0.765	io non l'ho mai vista
SP3	315.614	315.994	0.38	vabbè [pe~]
SP1	315.894	316.242	0.348	[no]:?
SP3	316.245	318.391	2.146	e non ci sto da sei mesi raga e:[:h]
SP1	317.725	318.391	0.666	[ah vero]
SP1	318.508	319.621	1.113	giu[sto mi ero (dimenticata)]
SP2	318.708	319.757	1.049	[SIGNORA BEL]LA
SP2	321.256	322.091	0.835	mi fa ridere un sacco
SP1	322.095	323.18	1.085	no è vero è che cazz
SP3	323.373	327.139	3.766	poi anche quando stavo qua sei mesi fa (.) non andavo io a fare la spesa devo ammetere quindi
SP3	329.364	329.807	0.443	in più
SP3	330.164	330.655	0.491	in realtà
SP3	330.983	332.015	1.032	ancora AGGIUNGENDO
SP3	332.862	339.199	6.337	e:::h non compro pane noi no~ quando stavamo qua non compravamo pane perché zio daniele ce lo porta[va che lavora]va nel [panetti]::~
SP1	337.499	338.207	0.708	[ve lo portava]
SP1	338.918	339.704	0.786	[giusta]mente
SP3	339.704	339.912	0.208	xx
SP3	340.479	341.273	0.794	come si dice panettificio?
SP1	341.622	343.333	1.711	ma quindi non le apriamo quelle di alberto?
SP2	344.946	348.659	3.713	aprile dai amo' queste so' veramente brutte tu le v~ le mangi però?
SP1	344.993	345.454	0.461	((ride))
SP1	348.668	349.028	0.36	NO::
SP3	349.033	349.333	0.3	AMò
SP2	349.413	349.703	0.29	NO
SP3	349.702	352.428	2.726	e riportagliele a tua mamma siccome le ha comprate vuol dire [che a lei le pia]cciono
SP1	351.628	352.136	0.508	[PAPà]
SP3	352.856	355.294	2.438	((ride))
SP2	353.081	353.926	0.845	madonna dai
SP1	355.314	356.562	1.248	sei un genio [del male]
SP3	355.963	359.389	3.426	[Sì FACCIAMO FI]NTA CHE:: cioè dici mamma matteo ha detto che non se le mangiava
SP3	359.709	361.778	2.069	ma s~ [se l'ha comprate vuol dire che le piacciono]
SP1	360.452	363.336	2.884	[no io le metto nel mobi]le quella [non se ne accorge nem]meno
SP3	362.119	362.862	0.743	bra ((ride)) non se ne acco~
SP3	363.561	364.686	1.125	>mettile in frigo perché sono aperte<
SP2	365.069	367.385	2.316	se voi le mangiate perché sono brutte
SP2	368.262	370.289	2.027	cioè magari a voi piacciono >non lo so<
SP2	370.897	371.854	0.957	tua madre non le fa?
SP1	372.592	372.862	0.27	no
SP2	373.251	373.581	0.33	no?
SP2	375.135	376.532	1.397	ma quello è stressante [mamma mia]
SP1	376.217	379.112	2.895	[ho ta]nte: qualità ma queste cose si scoccia
SP2	379.5	380.973	1.473	°eh si scocc~° ma pure mia mamma
SP2	381.241	383.446	2.205	io a volte l'aiuto a mia mamma a farle ma ti uccidi
SP2	384.257	386.057	1.8	è proprio: fisicamente stancante
SP2	387.704	390.827	3.123	#tagliarle, strizzarle: poi c vo' nu sacch e aceto
SP1	402.557	406.581	4.024	comunque è impressionante quando passa la gente e parla sembra che sta nel cortile di ma[tteo]
SP2	406.241	406.614	0.373	[mhm]h
SP3	407.778	412.749	4.971	adesso preparatevi ad avere un orgasmo perché queste melanzane (.) sono (.) spettacolari
SP1	409.52	412.804	3.284	((canta))
SP3	413.104	414.554	1.45	io ho portato anche un fazzoletto
SP3	415.073	415.979	0.906	perché farò una cosa
SP3	416.478	417.412	0.934	non ortodossa ma
SP3	417.944	420.154	2.21	devo togliermi questo olio acetoso [di ques]te
SP2	419.463	420.032	0.569	[e::h]
SP1	420.446	421.844	1.398	vabbè io lo metto da quest'altro lato
SP3	422.028	425.297	3.269	e::h a me era: abbastanza perché sono grasso e ne avevo messe comunque tante
SP1	425.37	425.811	0.441	xx
SP2	433.357	435.668	2.311	no non possiamo fare una dieta vegana noi mi sa
SP3	436.015	437.782	1.767	no: io non ce la farei devo ammettere
SP3	438.127	439.118	0.991	vegetariano forse sì
SP3	439.611	440.415	0.804	ma vegano no
SP3	440.786	442.023	1.237	a me il formaggio piace assai
SP3	447.299	451.037	3.738	ma ma anche vegetariano sarebbe molto difficile [MAGARI] lo farei ma sarebbe difficile
SP2	449.45	449.659	0.209	[xx]
SP2	451.456	453.656	2.2	gran parte dei formaggi non sono vegetariani
SP3	454.832	455.359	0.527	in che senso?
SP1	456.872	458.042	1.17	perché che ci mettono dentro sc[us~]?
SP2	457.971	458.413	0.442	[IL] CAGLIO
SP3	459.493	464.318	4.825	>ma chi< no no ormai è solamente caglio: finto che utilizzano quasi nes[suno utili]zza quello vero sì:
SP2	462.844	463.261	0.417	[artificiale?]
SP3	464.784	465.073	0.289	[anche]
SP1	464.784	465.859	1.075	[perché] caglio che si fa?
